plot_id,fold,matching,Ftype,Altitude
plot_11035,2.0,ultramap,D,Élevé
plot_11036,2.0,ultramap,D,Moyen
plot_11037,2.0,ultramap,D,Moyen
plot_11038,3.0,ultramap,D,Moyen
plot_11039,3.0,ultramap,D,Élevé
plot_11040,3.0,ultramap,M,Moyen
plot_11041,2.0,ultramap,D,Moyen
plot_11042,2.0,ultramap,D,Moyen
plot_11043,2.0,ultramap,D,Faible
plot_11044,2.0,ultramap,D,Moyen
plot_11045,2.0,ultramap,M,Moyen
plot_11046,2.0,ultramap,D,Moyen
plot_11047,2.0,ultramap,D,Faible
plot_11048,2.0,ultramap,D,Moyen
plot_11049,2.0,ultramap,D,Moyen
plot_11050,1.0,micmac,D,Moyen
plot_11051,1.0,micmac,D,Moyen
plot_11052,1.0,micmac,D,Moyen
plot_11053,1.0,micmac,M,Moyen
plot_11054,2.0,micmac,D,Moyen
plot_11055,2.0,micmac,D,Faible
plot_11056,1.0,micmac,D,Moyen
plot_11057,2.0,micmac,D,Moyen
plot_11058,2.0,micmac,D,Moyen
plot_11059,2.0,micmac,D,Moyen
plot_11060,1.0,micmac,C,Moyen
plot_11061,2.0,micmac,D,Moyen
plot_11062,2.0,micmac,D,Faible
plot_11063,2.0,micmac,D,Moyen
plot_11064,1.0,micmac,D,Faible
plot_11065,1.0,micmac,D,Moyen
plot_11066,1.0,micmac,D,Faible
plot_11067,1.0,micmac,D,Faible
plot_11068,1.0,micmac,D,Moyen
plot_11069,1.0,micmac,D,Moyen
plot_11070,1.0,micmac,D,Moyen
plot_11071,1.0,micmac,D,Moyen
plot_11072,1.0,micmac,D,Moyen
plot_11073,1.0,micmac,D,Moyen
plot_11074,1.0,micmac,D,Moyen
plot_11075,1.0,micmac,C,Moyen
plot_11076,1.0,micmac,D,Moyen
plot_11077,1.0,micmac,C,Faible
plot_11078,1.0,micmac,D,Moyen
plot_11079,1.0,micmac,M,Faible
plot_11080,2.0,micmac,M,Moyen
plot_11081,1.0,micmac,D,Moyen
plot_11082,1.0,micmac,D,Moyen
plot_11083,2.0,micmac,D,Faible
plot_11084,1.0,micmac,D,Moyen
plot_11085,2.0,micmac,D,Moyen
plot_11086,1.0,micmac,M,Moyen
plot_11087,1.0,micmac,C,Moyen
plot_11088,2.0,micmac,D,Moyen
plot_11089,2.0,micmac,D,Moyen
plot_11090,1.0,micmac,D,Faible
plot_11091,1.0,micmac,D,Moyen
plot_11092,2.0,micmac,D,Moyen
plot_11093,2.0,micmac,D,Moyen
plot_11094,1.0,micmac,D,Moyen
plot_11095,2.0,micmac,D,Moyen
plot_11096,2.0,micmac,D,Moyen
plot_11097,2.0,micmac,D,Moyen
plot_11098,1.0,micmac,D,Faible
plot_11099,1.0,micmac,C,Moyen
plot_11100,2.0,micmac,D,Faible
plot_11101,1.0,micmac,D,Faible
plot_11102,2.0,micmac,D,Moyen
plot_11103,2.0,micmac,D,Faible
plot_11104,2.0,micmac,D,Faible
plot_11105,2.0,micmac,D,Moyen
plot_11106,2.0,micmac,D,Moyen
plot_11107,2.0,micmac,D,Moyen
plot_11108,2.0,micmac,D,Moyen
plot_11109,2.0,micmac,D,Moyen
plot_11110,2.0,micmac,D,Moyen
plot_11111,3.0,micmac,D,Élevé
plot_11112,2.0,micmac,D,Moyen
plot_11113,3.0,micmac,D,Élevé
plot_11114,3.0,micmac,D,Élevé
plot_11115,3.0,micmac,D,Élevé
plot_11116,2.0,micmac,D,Moyen
plot_11117,3.0,micmac,D,Moyen
plot_11118,3.0,micmac,D,Élevé
plot_11119,3.0,micmac,D,Élevé
plot_11120,3.0,micmac,D,Élevé
plot_11121,2.0,micmac,D,Moyen
plot_11122,2.0,micmac,D,Élevé
plot_11123,3.0,micmac,M,Élevé
plot_11124,3.0,micmac,D,Élevé
plot_11125,3.0,micmac,C,Élevé
plot_11126,2.0,micmac,C,Moyen
plot_11127,2.0,micmac,D,Moyen
plot_11128,3.0,micmac,D,Élevé
plot_11129,3.0,micmac,D,Élevé
plot_11130,3.0,micmac,C,Élevé
plot_11131,3.0,micmac,D,Élevé
plot_11132,2.0,micmac,D,Moyen
plot_11133,3.0,micmac,C,Élevé
plot_11134,2.0,micmac,D,Moyen
plot_11135,2.0,micmac,D,Moyen
plot_11136,2.0,micmac,D,Moyen
plot_11137,2.0,micmac,D,Élevé
plot_11138,3.0,micmac,D,Élevé
plot_11139,3.0,micmac,D,Élevé
plot_11140,2.0,micmac,D,Élevé
plot_11141,3.0,micmac,D,Élevé
plot_11142,3.0,micmac,D,Élevé
plot_11143,3.0,micmac,D,Moyen
plot_11144,3.0,micmac,C,Élevé
plot_11145,3.0,micmac,D,Élevé
plot_11146,3.0,micmac,D,Élevé
plot_11147,3.0,micmac,D,Élevé
plot_11148,3.0,micmac,D,Élevé
plot_11149,2.0,micmac,C,Élevé
plot_11150,3.0,micmac,D,Élevé
plot_11151,3.0,micmac,D,Élevé
plot_11152,3.0,micmac,D,Élevé
plot_11153,2.0,micmac,D,Moyen
plot_11154,3.0,micmac,D,Élevé
plot_11155,3.0,micmac,M,Élevé
plot_11156,3.0,micmac,D,Élevé
plot_11157,3.0,micmac,C,Élevé
plot_11158,2.0,micmac,D,Moyen
plot_11159,3.0,micmac,D,Élevé
plot_11160,3.0,micmac,C,Élevé
plot_11161,3.0,micmac,D,Élevé
plot_11162,3.0,micmac,M,Élevé
plot_11163,3.0,micmac,D,Élevé
plot_11164,3.0,micmac,M,Élevé
plot_11165,3.0,micmac,D,Élevé
plot_11166,1.0,micmac,M,Faible
plot_11167,1.0,micmac,D,Faible
plot_11168,1.0,micmac,C,Faible
plot_11169,1.0,micmac,D,Faible
plot_11170,1.0,micmac,D,Moyen
plot_11171,1.0,micmac,D,Faible
plot_11172,1.0,micmac,C,Faible
plot_11173,1.0,micmac,D,Moyen
plot_11174,1.0,micmac,M,Moyen
plot_11175,1.0,micmac,D,Moyen
plot_11176,1.0,micmac,D,Moyen
plot_11177,1.0,micmac,D,Moyen
plot_11178,1.0,micmac,D,Moyen
plot_11179,1.0,micmac,D,Moyen
plot_11180,1.0,micmac,D,Moyen
plot_11181,1.0,micmac,D,Moyen
plot_11182,1.0,micmac,D,Moyen
plot_11183,1.0,micmac,M,Moyen
plot_11184,1.0,micmac,D,Faible
plot_11185,1.0,micmac,D,Faible
plot_11186,1.0,micmac,D,Faible
plot_11187,1.0,micmac,D,Faible
plot_11188,1.0,micmac,M,Faible
plot_11189,1.0,micmac,D,Faible
plot_11190,1.0,micmac,D,Faible
plot_11191,1.0,micmac,D,Faible
plot_11192,1.0,micmac,D,Faible
plot_11193,1.0,micmac,D,Faible
plot_11194,1.0,micmac,D,Faible
plot_11195,1.0,micmac,D,Faible
plot_11196,1.0,micmac,D,Faible
plot_11197,1.0,micmac,M,Faible
plot_11198,1.0,micmac,D,Faible
plot_11199,1.0,micmac,D,Faible
plot_11200,1.0,micmac,D,Faible
plot_11201,1.0,micmac,D,Faible
plot_11202,1.0,micmac,D,Faible
plot_11203,1.0,micmac,D,Faible
plot_11204,1.0,micmac,D,Faible
plot_11205,1.0,micmac,D,Faible
plot_11206,1.0,micmac,D,Faible
plot_11207,1.0,micmac,D,Faible
plot_11208,1.0,micmac,D,Faible
plot_11209,1.0,micmac,D,Faible
plot_11210,1.0,micmac,D,Faible
plot_11211,1.0,micmac,D,Faible
plot_11212,1.0,micmac,D,Faible
plot_11213,2.0,micmac,D,Moyen
plot_11214,2.0,micmac,D,Faible
plot_11215,2.0,micmac,D,Moyen
plot_11216,2.0,micmac,M,Moyen
plot_11217,1.0,micmac,D,Faible
plot_11218,2.0,micmac,D,Moyen
plot_11219,2.0,micmac,M,Moyen
plot_11220,2.0,micmac,D,Moyen
plot_11221,1.0,micmac,D,Faible
plot_11222,2.0,micmac,D,Faible
plot_11223,2.0,micmac,D,Faible
plot_11224,2.0,micmac,D,Moyen
plot_11225,2.0,micmac,D,Moyen
plot_11226,2.0,micmac,D,Moyen
plot_11227,2.0,micmac,M,Moyen
plot_11228,2.0,micmac,D,Moyen
plot_11229,2.0,micmac,D,Moyen
plot_11230,2.0,micmac,D,Moyen
plot_11231,2.0,micmac,D,Moyen
plot_11232,2.0,micmac,D,Moyen
plot_11233,2.0,micmac,D,Moyen
plot_11234,2.0,micmac,D,Moyen
plot_11235,2.0,micmac,D,Moyen
plot_11236,2.0,micmac,D,Moyen
plot_11237,3.0,micmac,C,Élevé
plot_11238,2.0,micmac,D,Moyen
plot_11239,2.0,micmac,C,Moyen
plot_11240,2.0,micmac,D,Moyen
plot_11241,2.0,micmac,D,Moyen
plot_11242,2.0,micmac,C,Moyen
plot_11243,3.0,micmac,M,Élevé
plot_11244,3.0,micmac,D,Élevé
plot_11245,3.0,micmac,D,Élevé
plot_11246,2.0,micmac,D,Moyen
plot_11247,2.0,micmac,D,Moyen
plot_11248,2.0,micmac,D,Moyen
plot_11249,3.0,micmac,D,Élevé
plot_11250,2.0,micmac,D,Moyen
plot_11251,2.0,micmac,D,Moyen
plot_11252,3.0,micmac,D,Élevé
plot_11253,3.0,micmac,C,Élevé
plot_11254,3.0,micmac,D,Élevé
plot_11255,2.0,micmac,D,Moyen
plot_11256,2.0,micmac,D,Moyen
plot_11257,2.0,micmac,D,Élevé
plot_11258,3.0,micmac,C,Élevé
plot_11259,2.0,micmac,M,Moyen
plot_11260,3.0,micmac,D,Élevé
plot_11261,3.0,micmac,D,Élevé
plot_11262,2.0,micmac,C,Moyen
plot_11263,2.0,micmac,D,Moyen
plot_11264,2.0,micmac,D,Moyen
plot_11265,2.0,micmac,M,Élevé
plot_11266,2.0,micmac,D,Élevé
plot_11267,3.0,micmac,D,Élevé
plot_11268,3.0,micmac,M,Élevé
plot_11269,3.0,micmac,M,Élevé
plot_11270,3.0,micmac,D,Élevé
plot_11271,2.0,micmac,D,Moyen
plot_11272,2.0,micmac,D,Moyen
plot_11273,2.0,micmac,C,Élevé
plot_11274,2.0,micmac,D,Élevé
plot_11275,3.0,micmac,D,Élevé
plot_11276,3.0,micmac,D,Élevé
plot_11277,2.0,micmac,C,Faible
plot_11278,2.0,micmac,D,Moyen
plot_11279,2.0,micmac,D,Moyen
plot_11280,2.0,micmac,D,Élevé
plot_11281,2.0,micmac,D,Élevé
plot_11282,2.0,micmac,C,Faible
plot_11283,2.0,micmac,C,Moyen
plot_11284,2.0,micmac,D,Moyen
plot_11285,2.0,micmac,D,Élevé
plot_11286,2.0,micmac,D,Moyen
plot_11287,2.0,micmac,C,Faible
plot_11288,2.0,micmac,C,Moyen
plot_11289,2.0,micmac,D,Moyen
plot_11290,2.0,micmac,D,Moyen
plot_11291,2.0,micmac,C,Faible
plot_11292,2.0,micmac,C,Faible
plot_11293,2.0,micmac,D,Moyen
plot_11294,2.0,micmac,D,Moyen
plot_11295,2.0,micmac,D,Moyen
plot_11296,2.0,micmac,C,Faible
plot_11297,2.0,micmac,D,Faible
plot_11298,2.0,micmac,C,Faible
plot_11299,2.0,micmac,D,Moyen
plot_11300,2.0,micmac,D,Moyen
plot_11301,2.0,micmac,D,Moyen
plot_11302,2.0,micmac,D,Moyen
plot_11303,2.0,micmac,D,Moyen
plot_11304,2.0,micmac,D,Moyen
plot_11305,2.0,micmac,D,Moyen
plot_11306,2.0,micmac,D,Moyen
plot_11307,2.0,micmac,D,Moyen
plot_11308,2.0,micmac,D,Moyen
plot_11309,2.0,micmac,D,Élevé
plot_11310,2.0,micmac,D,Moyen
plot_11311,2.0,micmac,D,Moyen
plot_11312,2.0,micmac,D,Moyen
plot_11313,2.0,micmac,D,Élevé
plot_11314,2.0,micmac,D,Moyen
plot_11315,2.0,micmac,D,Moyen
plot_11316,2.0,micmac,D,Moyen
plot_11317,2.0,micmac,D,Élevé
plot_11318,2.0,micmac,D,Élevé
plot_11319,2.0,micmac,D,Élevé
plot_11320,2.0,micmac,D,Moyen
plot_11321,2.0,micmac,D,Élevé
plot_11322,2.0,micmac,D,Élevé
plot_11323,2.0,micmac,D,Moyen
plot_11324,2.0,micmac,D,Moyen
plot_11325,2.0,micmac,C,Moyen
plot_11326,2.0,micmac,D,Moyen
plot_11327,2.0,micmac,M,Élevé
plot_11328,2.0,micmac,C,Élevé
plot_11329,2.0,micmac,C,Moyen
plot_11330,3.0,micmac,D,Élevé
plot_11331,2.0,micmac,D,Élevé
plot_11332,2.0,micmac,D,Élevé
plot_11333,2.0,micmac,D,Élevé
plot_11334,2.0,micmac,D,Moyen
plot_11335,3.0,micmac,M,Élevé
plot_11336,2.0,micmac,C,Élevé
plot_11337,2.0,micmac,D,Élevé
plot_11338,2.0,micmac,D,Élevé
plot_11339,2.0,micmac,D,Élevé
plot_11340,2.0,micmac,D,Élevé
plot_11341,2.0,micmac,D,Moyen
plot_11342,2.0,micmac,D,Élevé
plot_11343,2.0,micmac,D,Élevé
plot_11344,2.0,micmac,C,Élevé
plot_11345,2.0,micmac,C,Élevé
plot_11346,2.0,micmac,D,Élevé
plot_11347,2.0,micmac,D,Élevé
plot_11348,2.0,micmac,D,Élevé
plot_11349,2.0,micmac,D,Moyen
plot_11350,2.0,micmac,D,Élevé
plot_11351,2.0,micmac,D,Élevé
plot_11352,2.0,micmac,D,Élevé
plot_11353,2.0,micmac,D,Élevé
plot_11354,3.0,micmac,D,Élevé
plot_11355,2.0,micmac,D,Élevé
plot_11356,2.0,micmac,D,Élevé
plot_11357,3.0,micmac,M,Élevé
plot_11358,2.0,micmac,C,Élevé
plot_11359,2.0,micmac,D,Élevé
plot_11360,3.0,micmac,D,Élevé
plot_11361,2.0,micmac,D,Élevé
plot_11362,2.0,micmac,D,Élevé
plot_11363,2.0,micmac,D,Élevé
plot_11364,2.0,micmac,D,Moyen
plot_11365,2.0,micmac,C,Élevé
plot_11367,2.0,micmac,D,Élevé
plot_11368,2.0,micmac,D,Élevé
plot_11369,2.0,micmac,D,Élevé
plot_11370,2.0,micmac,D,Élevé
plot_11371,3.0,micmac,D,Élevé
plot_11372,2.0,micmac,D,Élevé
plot_11373,2.0,micmac,D,Moyen
plot_11374,2.0,micmac,D,Moyen
plot_11375,2.0,micmac,D,Élevé
plot_11376,2.0,micmac,M,Élevé
plot_11377,2.0,micmac,D,Moyen
plot_11378,2.0,micmac,D,Élevé
plot_11379,2.0,micmac,C,Élevé
plot_11380,2.0,micmac,C,Élevé
plot_11381,2.0,micmac,D,Élevé
plot_11382,2.0,micmac,M,Élevé
plot_11383,2.0,micmac,D,Élevé
plot_11384,3.0,micmac,D,Élevé
plot_11385,3.0,micmac,D,Élevé
plot_11386,2.0,micmac,C,Élevé
plot_11387,2.0,micmac,D,Moyen
plot_11388,2.0,micmac,D,Élevé
plot_11389,2.0,micmac,D,Élevé
plot_11390,2.0,ultramap,M,Faible
plot_11391,2.0,ultramap,D,Faible
plot_11392,2.0,ultramap,C,Moyen
plot_11393,2.0,ultramap,D,Faible
plot_11394,2.0,ultramap,D,Faible
plot_11395,2.0,ultramap,C,Faible
plot_11396,2.0,ultramap,C,Faible
plot_11397,2.0,ultramap,C,Faible
plot_11398,2.0,ultramap,C,Faible
plot_11399,2.0,ultramap,M,Moyen
plot_11400,2.0,ultramap,C,Moyen
plot_11401,2.0,ultramap,C,Moyen
plot_11402,2.0,ultramap,C,Moyen
plot_11403,2.0,ultramap,C,Moyen
plot_11404,2.0,ultramap,D,Moyen
plot_11405,2.0,ultramap,D,Moyen
plot_11406,2.0,ultramap,D,Élevé
plot_11407,2.0,ultramap,C,Faible
plot_11408,2.0,ultramap,D,Moyen
plot_11409,2.0,ultramap,M,Élevé
plot_11410,2.0,ultramap,M,Moyen
plot_11411,2.0,ultramap,M,Moyen
plot_11412,2.0,ultramap,C,Moyen
plot_11413,2.0,ultramap,C,Faible
plot_11414,2.0,ultramap,M,Moyen
plot_11415,2.0,ultramap,M,Moyen
plot_11416,2.0,ultramap,C,Moyen
plot_11417,2.0,ultramap,M,Élevé
plot_11418,2.0,ultramap,C,Moyen
plot_11419,1.0,ultramap,D,Faible
plot_11420,1.0,ultramap,D,Faible
plot_11421,1.0,ultramap,D,Moyen
plot_11422,1.0,ultramap,D,Faible
plot_11423,1.0,ultramap,D,Moyen
plot_11424,1.0,ultramap,D,Faible
plot_11425,1.0,ultramap,D,Faible
plot_11426,1.0,ultramap,D,Faible
plot_11427,1.0,ultramap,C,Moyen
plot_11428,1.0,ultramap,D,Faible
plot_11429,1.0,ultramap,M,Faible
plot_11430,1.0,ultramap,D,Faible
plot_11431,1.0,ultramap,D,Faible
plot_11432,1.0,ultramap,M,Faible
plot_11433,1.0,ultramap,D,Faible
plot_11434,1.0,ultramap,C,Faible
plot_11435,1.0,ultramap,D,Faible
plot_11436,1.0,ultramap,C,Faible
plot_11437,1.0,ultramap,D,Faible
plot_11438,1.0,ultramap,D,Faible
plot_11439,1.0,ultramap,D,Faible
plot_11440,2.0,ultramap,D,Moyen
plot_11441,2.0,micmac,D,Moyen
plot_11442,2.0,micmac,D,Élevé
plot_11443,2.0,micmac,D,Élevé
plot_11444,2.0,micmac,D,Élevé
plot_11445,2.0,micmac,D,Élevé
plot_11446,2.0,micmac,M,Élevé
plot_11447,2.0,micmac,D,Élevé
plot_11448,2.0,micmac,D,Élevé
plot_11449,2.0,micmac,D,Élevé
plot_11450,2.0,micmac,D,Élevé
plot_11451,2.0,micmac,D,Élevé
plot_11452,3.0,micmac,M,Élevé
plot_11453,2.0,micmac,M,Élevé
plot_11454,2.0,micmac,M,Élevé
plot_11455,2.0,micmac,D,Élevé
plot_11456,2.0,micmac,D,Élevé
plot_11457,2.0,micmac,D,Moyen
plot_11458,2.0,micmac,C,Moyen
plot_11459,3.0,micmac,D,Élevé
plot_11460,3.0,micmac,D,Élevé
plot_11461,3.0,micmac,D,Élevé
plot_11462,2.0,micmac,M,Élevé
plot_11463,3.0,micmac,D,Élevé
plot_11464,3.0,micmac,D,Élevé
plot_11465,2.0,micmac,D,Élevé
plot_11466,3.0,micmac,M,Élevé
plot_11467,3.0,micmac,C,Élevé
plot_11468,3.0,micmac,D,Élevé
plot_11469,3.0,micmac,M,Élevé
plot_11470,3.0,micmac,D,Élevé
plot_11471,2.0,micmac,D,Élevé
plot_11472,2.0,micmac,D,Élevé
plot_11473,2.0,micmac,D,Élevé
plot_11474,2.0,micmac,D,Moyen
plot_11475,3.0,micmac,D,Élevé
plot_11476,3.0,micmac,D,Élevé
plot_11477,3.0,micmac,D,Élevé
plot_11478,3.0,micmac,D,Élevé
plot_11479,3.0,micmac,D,Élevé
plot_11480,3.0,micmac,D,Élevé
plot_11481,2.0,micmac,D,Élevé
plot_11482,3.0,micmac,D,Élevé
plot_11483,3.0,micmac,M,Élevé
plot_11484,3.0,micmac,M,Élevé
plot_11485,3.0,micmac,M,Élevé
plot_11486,3.0,micmac,C,Élevé
plot_11487,3.0,micmac,D,Élevé
plot_11488,3.0,micmac,D,Élevé
plot_11489,3.0,micmac,D,Élevé
plot_11490,2.0,micmac,D,Élevé
plot_11491,3.0,micmac,D,Élevé
plot_11492,2.0,micmac,D,Élevé
plot_11493,2.0,micmac,D,Élevé
plot_11494,2.0,micmac,D,Élevé
plot_11495,3.0,micmac,M,Élevé
plot_11496,2.0,micmac,D,Élevé
plot_11497,2.0,micmac,D,Élevé
plot_11498,2.0,micmac,C,Élevé
plot_11499,2.0,micmac,D,Élevé
plot_11500,2.0,micmac,C,Élevé
plot_11501,2.0,micmac,D,Élevé
plot_11502,2.0,micmac,D,Élevé
plot_11503,2.0,micmac,M,Élevé
plot_11504,2.0,micmac,C,Élevé
plot_11505,2.0,micmac,C,Élevé
plot_11506,2.0,micmac,C,Élevé
plot_11507,2.0,micmac,C,Élevé
plot_11508,2.0,ultramap,D,Faible
plot_11509,2.0,ultramap,D,Faible
plot_11510,2.0,ultramap,D,Faible
plot_11511,2.0,ultramap,D,Faible
plot_11512,2.0,ultramap,D,Faible
plot_11513,2.0,ultramap,D,Faible
plot_11514,2.0,ultramap,M,Faible
plot_11515,2.0,ultramap,D,Faible
plot_11516,2.0,ultramap,D,Faible
plot_11517,2.0,ultramap,D,Faible
plot_11518,2.0,micmac,D,Faible
plot_11519,2.0,ultramap,D,Faible
plot_11520,2.0,ultramap,D,Faible
plot_11521,2.0,ultramap,M,Faible
plot_11522,2.0,ultramap,D,Faible
plot_11523,2.0,ultramap,D,Faible
plot_11524,2.0,ultramap,D,Faible
plot_11525,2.0,ultramap,C,Faible
plot_11526,2.0,ultramap,D,Faible
plot_11527,2.0,ultramap,D,Faible
plot_11528,2.0,ultramap,D,Faible
plot_11529,2.0,ultramap,D,Faible
plot_11530,2.0,ultramap,D,Faible
plot_11531,2.0,ultramap,D,Faible
plot_11532,2.0,ultramap,D,Faible
plot_11533,2.0,ultramap,D,Faible
plot_11534,2.0,ultramap,D,Faible
plot_11535,2.0,ultramap,D,Faible
plot_11536,2.0,ultramap,D,Faible
plot_11537,2.0,ultramap,D,Faible
plot_11538,2.0,ultramap,D,Faible
plot_11539,2.0,ultramap,D,Faible
plot_11540,2.0,ultramap,D,Moyen
plot_11541,2.0,ultramap,D,Moyen
plot_11542,2.0,ultramap,D,Moyen
plot_11543,2.0,ultramap,D,Moyen
plot_11544,2.0,ultramap,D,Faible
plot_11545,2.0,ultramap,M,Faible
plot_11546,2.0,ultramap,C,Faible
plot_11547,2.0,ultramap,D,Moyen
plot_11548,2.0,ultramap,D,Moyen
plot_11549,2.0,ultramap,D,Faible
plot_11550,2.0,ultramap,D,Moyen
plot_11551,2.0,ultramap,D,Moyen
plot_11552,2.0,ultramap,D,Faible
plot_11553,2.0,ultramap,D,Moyen
plot_11554,2.0,ultramap,D,Moyen
plot_11555,2.0,micmac,M,Faible
plot_11556,2.0,micmac,D,Faible
plot_11557,2.0,micmac,D,Faible
plot_11558,2.0,micmac,C,Faible
plot_11559,2.0,micmac,C,Faible
plot_11560,2.0,micmac,M,Faible
plot_11561,2.0,micmac,D,Faible
plot_11562,2.0,micmac,D,Faible
plot_11563,2.0,micmac,D,Faible
plot_11564,2.0,micmac,D,Faible
plot_11565,2.0,micmac,D,Faible
plot_11566,2.0,micmac,D,Faible
plot_11567,2.0,micmac,D,Faible
plot_11568,2.0,micmac,D,Faible
plot_11569,2.0,micmac,D,Faible
plot_11570,2.0,micmac,D,Faible
plot_11571,2.0,micmac,D,Faible
plot_11572,2.0,micmac,D,Faible
plot_11573,2.0,micmac,D,Faible
plot_11574,2.0,micmac,D,Faible
plot_11575,2.0,micmac,D,Faible
plot_11576,2.0,micmac,D,Faible
plot_11577,2.0,micmac,D,Faible
plot_11578,2.0,micmac,D,Faible
plot_11579,2.0,micmac,D,Faible
plot_11580,2.0,micmac,D,Faible
plot_11581,2.0,micmac,D,Faible
plot_11582,2.0,micmac,D,Faible
plot_11583,2.0,micmac,M,Faible
plot_11584,2.0,micmac,D,Faible
plot_11585,2.0,micmac,D,Faible
plot_11586,2.0,micmac,D,Faible
plot_11587,2.0,micmac,D,Faible
plot_11588,2.0,micmac,D,Faible
plot_11589,2.0,micmac,D,Faible
plot_11590,2.0,micmac,D,Faible
plot_11591,2.0,micmac,D,Faible
plot_11592,2.0,micmac,D,Faible
plot_11593,2.0,micmac,C,Faible
plot_11594,2.0,micmac,C,Faible
plot_11595,2.0,micmac,C,Faible
plot_11596,2.0,micmac,C,Faible
plot_11597,2.0,micmac,C,Faible
plot_11598,2.0,micmac,C,Faible
plot_11599,2.0,micmac,C,Faible
plot_11600,2.0,micmac,C,Faible
plot_11601,2.0,micmac,C,Faible
plot_11602,2.0,micmac,D,Faible
plot_11603,2.0,micmac,M,Faible
plot_11604,2.0,micmac,D,Faible
plot_11605,2.0,micmac,M,Faible
plot_11606,1.0,ultramap,D,Faible
plot_11607,1.0,ultramap,C,Faible
plot_11608,1.0,ultramap,M,Faible
plot_11609,1.0,ultramap,D,Faible
plot_11610,1.0,ultramap,D,Faible
plot_11611,1.0,ultramap,M,Faible
plot_11612,1.0,ultramap,M,Faible
plot_11613,1.0,ultramap,D,Faible
plot_11614,1.0,ultramap,M,Faible
plot_11615,1.0,ultramap,M,Faible
plot_11616,1.0,ultramap,C,Faible
plot_11617,1.0,ultramap,D,Faible
plot_11618,1.0,ultramap,D,Faible
plot_11619,1.0,ultramap,C,Faible
plot_11620,1.0,ultramap,C,Faible
plot_11621,1.0,ultramap,M,Faible
plot_11622,1.0,ultramap,C,Faible
plot_11623,1.0,ultramap,C,Faible
plot_11624,1.0,ultramap,D,Faible
plot_11625,1.0,ultramap,D,Faible
plot_11626,1.0,ultramap,C,Faible
plot_11627,1.0,ultramap,C,Faible
plot_11628,1.0,ultramap,D,Faible
plot_11629,1.0,ultramap,C,Faible
plot_11630,1.0,ultramap,M,Faible
plot_11631,1.0,ultramap,D,Faible
plot_11632,1.0,ultramap,M,Faible
plot_11633,1.0,ultramap,D,Faible
plot_11634,1.0,ultramap,D,Faible
plot_11635,1.0,ultramap,D,Moyen
plot_11636,1.0,ultramap,D,Faible
plot_11637,1.0,ultramap,D,Moyen
plot_11638,1.0,ultramap,D,Moyen
plot_11639,1.0,ultramap,D,Faible
plot_11640,1.0,ultramap,D,Faible
plot_11641,1.0,ultramap,C,Moyen
plot_11642,1.0,ultramap,D,Moyen
plot_11643,1.0,ultramap,D,Moyen
plot_11644,1.0,ultramap,D,Faible
plot_11645,1.0,ultramap,D,Moyen
plot_11646,1.0,ultramap,D,Faible
plot_11647,1.0,ultramap,D,Moyen
plot_11648,1.0,ultramap,D,Moyen
plot_11649,1.0,ultramap,D,Moyen
plot_11650,1.0,ultramap,D,Faible
plot_11651,1.0,ultramap,C,Moyen
plot_11652,1.0,ultramap,D,Moyen
plot_11653,1.0,ultramap,D,Moyen
plot_11654,1.0,ultramap,D,Faible
plot_11655,1.0,ultramap,D,Faible
plot_11656,1.0,ultramap,D,Moyen
plot_11657,1.0,ultramap,D,Moyen
plot_11658,1.0,ultramap,D,Faible
plot_11659,1.0,ultramap,D,Faible
plot_11660,1.0,ultramap,D,Faible
plot_11661,2.0,ultramap,D,Moyen
plot_11662,1.0,ultramap,D,Faible
plot_11663,1.0,ultramap,D,Faible
plot_11664,1.0,ultramap,D,Moyen
plot_11665,1.0,ultramap,D,Faible
plot_11666,1.0,ultramap,D,Faible
plot_11667,1.0,ultramap,D,Faible
plot_11668,1.0,ultramap,D,Faible
plot_11669,1.0,ultramap,D,Faible
plot_11670,1.0,ultramap,D,Faible
plot_11671,1.0,ultramap,D,Moyen
plot_11672,1.0,ultramap,D,Faible
plot_11673,1.0,ultramap,D,Faible
plot_11674,1.0,ultramap,D,Faible
plot_11675,1.0,ultramap,D,Moyen
plot_11676,1.0,ultramap,D,Moyen
plot_11677,1.0,ultramap,D,Moyen
plot_11678,2.0,micmac,M,Moyen
plot_11679,2.0,ultramap,D,Faible
plot_11680,2.0,ultramap,D,Faible
plot_11681,2.0,ultramap,D,Moyen
plot_11682,2.0,ultramap,D,Moyen
plot_11683,2.0,ultramap,D,Moyen
plot_11684,2.0,ultramap,D,Moyen
plot_11685,2.0,ultramap,D,Moyen
plot_11686,2.0,ultramap,D,Moyen
plot_11687,2.0,ultramap,D,Moyen
plot_11688,2.0,ultramap,D,Moyen
plot_11689,2.0,ultramap,D,Élevé
plot_11690,2.0,ultramap,C,Moyen
plot_11691,2.0,ultramap,D,Moyen
plot_11692,2.0,ultramap,C,Moyen
plot_11693,2.0,ultramap,D,Moyen
plot_11694,2.0,ultramap,D,Moyen
plot_11695,2.0,ultramap,C,Élevé
plot_11696,2.0,ultramap,D,Élevé
plot_11697,2.0,ultramap,D,Moyen
plot_11698,2.0,ultramap,M,Élevé
plot_11699,2.0,ultramap,D,Élevé
plot_11700,2.0,ultramap,M,Élevé
plot_11701,2.0,ultramap,M,Moyen
